iter,elapsed_s,episode_return_agent0,episode_return_agent1,episode_return_team,episode_return_mean,steps,rescued_frac,rescued_count,l_elbo,l_cpc,l_rho,l_cov,exp_critic_loss,exp_policy_loss,alpha_exp_mean,exe_critic_loss,exe_policy_loss,alpha_exe
23,259.9,-27.579299926757812,-69.274658203125,-96.85395812988281,-48.426979064941406,350,0.0,0.0,26088.755859375,0.0,0.1370363086462021,0.026957660913467407,1.2666925191879272,1.6822658777236938,0.19945544004440308,460.70501708984375,549.454345703125,0.19901880621910095
24,270.7,-28.692001342773438,-65.93982696533203,-94.63182830810547,-47.315914154052734,350,0.15625,0.625,720707.875,0.0,0.26210975646972656,5.434290409088135,3.4720816612243652,2.1774988174438477,0.19940781593322754,2446868.0,-1306.68359375,0.19898688793182373
25,281.2,-22.282331466674805,-71.97760009765625,-94.25993347167969,-47.129966735839844,350,0.0,0.0,25135.33203125,0.0,0.16504819691181183,0.21880219876766205,1.5753495693206787,1.68088960647583,0.19935792684555054,249.17771911621094,568.8709716796875,0.19894973933696747
26,291.8,-11.743093490600586,-60.672767639160156,-72.41586303710938,-36.20793151855469,350,0.0,0.0,26111.76953125,0.0,0.2449428290128708,0.15558744966983795,2.9021153450012207,2.507284164428711,0.19930610060691833,145.63922119140625,535.5111083984375,0.19890964031219482
27,302.7,-26.715923309326172,-56.223716735839844,-82.93963623046875,-41.469818115234375,350,0.0,0.0,25597.630859375,2.183056354522705,0.22337065637111664,0.02073933556675911,0.5684390068054199,1.3795530796051025,0.1992531418800354,174.7453155517578,463.0350341796875,0.19886544346809387
28,313.3,-21.2987117767334,-32.5096435546875,-53.80835723876953,-26.904178619384766,350,0.0,0.0,31738.599609375,0.0,0.31296905875205994,0.023984242230653763,1.1181362867355347,1.8297542333602905,0.19919884204864502,128.15670776367188,618.1276245117188,0.19882194697856903
29,324.0,-11.081766128540039,-60.12081527709961,-71.20258331298828,-35.60129165649414,350,0.0,0.0,43459.4453125,0.0,0.3298863470554352,0.2440967857837677,0.7285593152046204,1.000666618347168,0.1991441249847412,357.495849609375,398.18609619140625,0.19877643883228302
30,334.7,-29.538969039916992,-47.100868225097656,-76.63983917236328,-38.31991958618164,350,0.09765625,0.390625,341790.375,0.0,0.15963053703308105,12.444408416748047,4.555713176727295,2.7044219970703125,0.19908934831619263,83981040.0,-7289.75390625,0.19872955977916718
31,345.3,-14.937911033630371,-62.77388381958008,-77.7117919921875,-38.85589599609375,350,0.0,0.0,22065.279296875,2.8401129245758057,0.1563461422920227,0.10839343070983887,0.7590070962905884,1.0393428802490234,0.19903311133384705,28.16181182861328,386.0899658203125,0.19867834448814392
32,356.1,-27.54934310913086,-34.27589416503906,-61.82523727416992,-30.91261863708496,350,0.0,0.0,14479.4619140625,2.834017038345337,0.11443713307380676,0.0025346074253320694,1.5507612228393555,1.5000784397125244,0.19897551834583282,38.04072570800781,625.866455078125,0.198624849319458
33,366.7,-15.0383882522583,-33.597129821777344,-48.63551712036133,-24.317758560180664,350,0.02734375,0.109375,131498.71875,0.0,0.30820852518081665,0.2666955292224884,1.0074265003204346,1.452063798904419,0.19891738891601562,130777.8671875,110.14356994628906,0.19857154786586761
34,377.7,-19.347454071044922,-51.787147521972656,-71.13459777832031,-35.567298889160156,350,0.00390625,0.015625,21469.29296875,0.0,0.3276490867137909,0.32875362038612366,1.611170768737793,1.746071219444275,0.19885849952697754,1147.4927978515625,316.26080322265625,0.19851508736610413
35,388.6,-15.322464942932129,-49.96308898925781,-65.28555297851562,-32.64277648925781,350,0.0,0.0,16087.6171875,0.0,0.2907267212867737,0.16050729155540466,0.9793868660926819,1.1377900838851929,0.19879865646362305,293.410400390625,357.08062744140625,0.19845569133758545
36,399.2,-23.868240356445312,-40.765140533447266,-64.63337707519531,-32.316688537597656,350,0.02734375,0.109375,59280.39453125,2.7078652381896973,0.14514054358005524,0.0780518651008606,0.41139405965805054,0.743847131729126,0.19873851537704468,332754.5,147.87960815429688,0.19839560985565186
37,409.8,-40.697139739990234,-64.3602523803711,-105.05738830566406,-52.52869415283203,350,0.0859375,0.34375,110653.1875,0.0,0.31095272302627563,4.56500768661499,4.065167427062988,2.5821385383605957,0.19868025183677673,3211.608642578125,455.9083251953125,0.19833949208259583
38,420.4,-51.168212890625,-25.8953914642334,-77.06360626220703,-38.531803131103516,350,0.03125,0.125,24979.56640625,0.0,0.2794387638568878,0.13010531663894653,0.6301278471946716,1.1760194301605225,0.19862158596515656,1388848.375,535.0137939453125,0.19828639924526215
39,431.3,-29.711902618408203,-20.118154525756836,-49.830055236816406,-24.915027618408203,350,0.0,0.0,16909.244140625,2.6609699726104736,0.15506139397621155,0.004749502055346966,0.46871066093444824,1.3856606483459473,0.19856226444244385,3001.359375,677.53955078125,0.198234423995018
40,442.1,-6.489087104797363,-76.80941009521484,-83.29850006103516,-41.64925003051758,350,0.0,0.0,39405.1484375,0.0,0.22230976819992065,0.08402583748102188,0.9819867610931396,0.7648483514785767,0.19850271940231323,233.26336669921875,454.26898193359375,0.1981818526983261
41,453.1,-14.816758155822754,-34.72956848144531,-49.54632568359375,-24.773162841796875,350,0.015625,0.0625,29162.36328125,2.988629102706909,0.14863424003124237,0.0703071653842926,0.6737950444221497,1.2680940628051758,0.1984425187110901,1581704.0,344.46282958984375,0.19812877476215363
42,463.8,-22.599998474121094,-35.33530807495117,-57.935306549072266,-28.967653274536133,350,0.0078125,0.03125,30247.6015625,1.6320518255233765,0.21684689819812775,0.040895529091358185,0.38913506269454956,0.5800436735153198,0.19838201999664307,8313.578125,223.84500122070312,0.19807308912277222
43,474.8,-5.659128189086914,-59.19818115234375,-64.85730743408203,-32.428653717041016,350,0.0,0.0,39278.87109375,2.831181764602661,0.121453657746315,0.02812447026371956,0.5537593364715576,0.7553737163543701,0.19832146167755127,2624.189453125,517.3304443359375,0.1980186402797699
44,485.7,-24.094100952148438,-22.212543487548828,-46.306644439697266,-23.153322219848633,350,0.00390625,0.015625,22610.01953125,0.0,0.10847165435552597,0.08952422440052032,1.9998106956481934,1.2556339502334595,0.1982603669166565,5896.15234375,330.87652587890625,0.19796067476272583
45,496.5,-14.981328010559082,-16.658824920654297,-31.640151977539062,-15.820075988769531,350,0.00390625,0.015625,14836.2529296875,0.0,0.10152417421340942,0.1908322274684906,0.36079275608062744,0.41611194610595703,0.1981983184814453,376.3667907714844,485.884033203125,0.1979016214609146
46,507.4,-18.007278442382812,-25.060720443725586,-43.06800079345703,-21.534000396728516,350,0.01953125,0.078125,16473.736328125,0.0,0.14127032458782196,0.03025600127875805,0.4386093318462372,0.49423831701278687,0.198135644197464,4904.0126953125,342.54864501953125,0.19783979654312134
47,518.2,-14.133750915527344,-20.305622100830078,-34.43937301635742,-17.21968650817871,350,0.0,0.0,24093.400390625,1.9050307273864746,0.09806621074676514,0.1809278130531311,0.3285540044307709,0.6971313953399658,0.19807271659374237,1366.042236328125,436.26226806640625,0.19777770340442657
48,528.8,-27.082733154296875,-25.395231246948242,-52.47796630859375,-26.238983154296875,350,0.0,0.0,11250.0556640625,2.8294787406921387,0.10694428533315659,0.10995310544967651,0.2672739624977112,0.9984101057052612,0.19800961017608643,571.4671630859375,265.67877197265625,0.19771426916122437
49,539.7,-12.567437171936035,-24.151485443115234,-36.71892166137695,-18.359460830688477,350,0.00390625,0.015625,110305.390625,0.0,0.09699137508869171,0.00900927372276783,0.42958855628967285,0.7019670605659485,0.19794635474681854,44.38689422607422,314.4055480957031,0.19764961302280426
50,550.7,-24.373620986938477,-31.37580680847168,-55.749427795410156,-27.874713897705078,350,0.1640625,0.65625,289032.03125,0.0,0.24078360199928284,16.48764419555664,5.094351768493652,2.7631804943084717,0.19788482785224915,131243640.0,-4292.65234375,0.1975938081741333
51,561.7,-7.788076400756836,-49.370906829833984,-57.15898132324219,-28.579490661621094,350,0.015625,0.0625,41627.2578125,0.0,0.11728904396295547,0.07683897763490677,0.3826028108596802,1.019364356994629,0.19782264530658722,967574.75,291.916015625,0.1975354105234146
52,572.3,-18.194883346557617,-15.773002624511719,-33.96788787841797,-16.983943939208984,350,0.0,0.0,9312.814453125,0.0,0.089392751455307,0.038826603442430496,0.17502130568027496,0.45815855264663696,0.1977599412202835,102.63741302490234,380.5948486328125,0.1974748820066452
53,583.2,-1.4257681369781494,-60.7382698059082,-62.164039611816406,-31.082019805908203,350,0.0,0.0,6308.09765625,2.8136274814605713,0.11166241765022278,0.016464289277791977,0.308079332113266,1.0377922058105469,0.19769680500030518,247.57894897460938,629.5020751953125,0.19741392135620117
54,594.0,-15.052733421325684,-16.037109375,-31.08984375,-15.544921875,350,0.0,0.0,9982.248046875,0.0,0.3432263135910034,0.03436007350683212,0.17370471358299255,0.44117093086242676,0.19763319194316864,129.10006713867188,336.114990234375,0.1973513811826706
55,604.7,-8.249326705932617,-46.6993408203125,-54.94866943359375,-27.474334716796875,350,0.0625,0.25,84799.875,0.0,0.11374668031930923,0.06638777256011963,1.9598345756530762,1.6149145364761353,0.19756966829299927,530686.125,125.91851806640625,0.19728983938694
56,615.6,-8.810755729675293,-4.373255252838135,-13.184011459350586,-6.592005729675293,350,0.0,0.0,13780.6015625,0.0,0.11319324374198914,0.007080047857016325,0.3514612913131714,0.9779722094535828,0.19750598073005676,1448.011474609375,553.5245361328125,0.19722938537597656
57,626.4,-23.74174690246582,-47.52954864501953,-71.27129364013672,-35.63564682006836,350,0.10546875,0.421875,60053.921875,0.0,0.21982869505882263,55.72348403930664,1.7262094020843506,1.875775694847107,0.19744379818439484,1487294.625,-1281.747802734375,0.19716861844062805
58,637.0,-17.626380920410156,-21.649822235107422,-39.27620315551758,-19.63810157775879,350,0.0,0.0,18883.71484375,2.754971981048584,0.33148249983787537,0.025706687942147255,0.24764779210090637,0.6480557918548584,0.19738100469112396,61.15104675292969,373.4474182128906,0.19710573554039001
59,647.6,-31.452417373657227,-12.382122993469238,-43.83454132080078,-21.91727066040039,350,0.0,0.0,14781.416015625,2.4297966957092285,0.1933574080467224,0.009666144847869873,0.2939658761024475,1.0607960224151611,0.19731804728507996,650.2664794921875,390.6099548339844,0.1970428228378296
60,658.6,-10.273139953613281,-23.41439437866211,-33.68753433227539,-16.843767166137695,350,0.0546875,0.21875,43662.796875,3.058626890182495,0.18978430330753326,1.9355876445770264,0.40174445509910583,1.277287483215332,0.19725492596626282,10893.46875,71.94369506835938,0.19697928428649902
61,669.5,-21.176889419555664,-14.223758697509766,-35.40065002441406,-17.70032501220703,350,0.0,0.0,12873.5400390625,2.872438669204712,0.17534032464027405,0.005489959381520748,0.2935800850391388,0.882087230682373,0.1971915364265442,220.04489135742188,438.65509033203125,0.1969165802001953
62,680.2,-21.507719039916992,-18.9702205657959,-40.47793960571289,-20.238969802856445,350,0.04296875,0.171875,48897.5078125,0.0,0.29105958342552185,3.4377553462982178,0.17629839479923248,0.8710672855377197,0.19712787866592407,16312.0458984375,-1329.2119140625,0.19685737788677216
63,690.8,-18.77924919128418,-28.404247283935547,-47.183494567871094,-23.591747283935547,350,0.0,0.0,19026.869140625,0.0,0.1411810964345932,0.11285382509231567,0.22270548343658447,0.21706372499465942,0.1970638632774353,260.5042724609375,363.3358154296875,0.19679640233516693
64,701.5,-18.570152282714844,-8.367035865783691,-26.93718719482422,-13.46859359741211,350,0.0,0.0,11012.984375,0.0,0.2849612534046173,0.015611439943313599,0.12293997406959534,0.6968392133712769,0.19699954986572266,554.83984375,431.400390625,0.1967359334230423
65,712.1,-17.183242797851562,-15.224811553955078,-32.40805435180664,-16.20402717590332,350,0.05859375,0.234375,66374.3046875,0.0,0.30043989419937134,1.0916833877563477,0.1542191505432129,0.8870582580566406,0.1969352811574936,339567.96875,-1854.3114013671875,0.19667963683605194
66,722.7,-23.40205955505371,-21.028316497802734,-44.43037414550781,-22.215187072753906,350,0.06640625,0.265625,36974.703125,2.7617027759552,0.13964200019836426,3.06086802482605,1.824666976928711,0.960856020450592,0.19687099754810333,783201.0625,-2428.899169921875,0.196628600358963
67,733.7,-11.637290954589844,-6.18415641784668,-17.821447372436523,-8.910723686218262,350,0.0,0.0,27890.81640625,0.0,0.23360933363437653,0.01825413480401039,0.22036415338516235,0.9301288723945618,0.1968064308166504,1209.133056640625,414.0475158691406,0.19657649099826813
68,744.4,-20.6655216217041,-27.659921646118164,-48.325443267822266,-24.162721633911133,350,0.1171875,0.46875,100344.5703125,0.0,0.12191727757453918,0.3826899528503418,1.4550894498825073,1.5296375751495361,0.19674281775951385,603520.5,-738.346435546875,0.19652721285820007
69,755.0,-9.807461738586426,-8.323087692260742,-18.130550384521484,-9.065275192260742,350,0.0,0.0,8469.10546875,2.8480141162872314,0.11686012893915176,0.010850158520042896,0.053203240036964417,0.3874117136001587,0.19667884707450867,849.7147216796875,314.01873779296875,0.1964760422706604
70,765.7,-13.754514694213867,-25.9610652923584,-39.715579986572266,-19.857789993286133,350,0.00390625,0.015625,13948.9033203125,0.0,0.3039000332355499,0.0274963341653347,0.26340624690055847,0.3939198851585388,0.19661477208137512,296.6417541503906,412.475830078125,0.19642217457294464
71,776.4,-20.92122459411621,-12.063411712646484,-32.98463439941406,-16.49231719970703,350,0.109375,0.4375,44820.4921875,0.0,0.28819045424461365,2.333742618560791,1.034969449043274,2.1231689453125,0.19655229151248932,2327.081787109375,469.40643310546875,0.19636860489845276
72,787.0,-13.099892616271973,-13.748332023620605,-26.848224639892578,-13.424112319946289,350,0.0,0.0,16493.771484375,0.0,0.18774986267089844,0.05075296759605408,0.11436745524406433,0.473891019821167,0.19648951292037964,1809.2081298828125,269.81011962890625,0.1963140070438385
73,797.7,-20.151248931884766,-15.300617218017578,-35.451866149902344,-17.725933074951172,350,0.00390625,0.015625,15770.4521484375,2.7595860958099365,0.10709177702665329,0.022347498685121536,0.1731722503900528,0.8886756896972656,0.1964263916015625,3665.77783203125,87.19023132324219,0.19625809788703918
74,808.3,-15.356776237487793,-28.161457061767578,-43.51823425292969,-21.759117126464844,350,0.00390625,0.015625,8634.486328125,2.860889196395874,0.10527009516954422,0.017331978306174278,0.326038658618927,0.6350743770599365,0.19636288285255432,864.2750854492188,19.251110076904297,0.19619996845722198
75,818.9,-14.203699111938477,-14.881202697753906,-29.084901809692383,-14.542450904846191,350,0.015625,0.0625,9325.974609375,2.7550628185272217,0.19481661915779114,0.030130114406347275,0.645773708820343,0.6333320736885071,0.19629982113838196,25487.66015625,118.42222595214844,0.19614171981811523
76,829.6,-8.167336463928223,-7.862648963928223,-16.029985427856445,-8.014992713928223,350,0.0,0.0,11668.5712890625,0.0,0.08608101308345795,0.02314409613609314,0.06173291802406311,0.2821836471557617,0.19623634219169617,285.0537414550781,320.2646179199219,0.19608357548713684
77,840.2,-10.685772895812988,-11.842020988464355,-22.527793884277344,-11.263896942138672,350,0.0,0.0,30658.978515625,0.0,0.23084205389022827,0.17777206003665924,0.12040992081165314,0.3617447018623352,0.1961725950241089,1558.9420166015625,254.879638671875,0.19602470099925995
78,851.2,-18.42466926574707,-21.766857147216797,-40.1915283203125,-20.09576416015625,350,0.03125,0.125,83623.2421875,0.0,0.11771631240844727,0.0617891363799572,0.23477330803871155,0.2267175316810608,0.1961085945367813,19741.44140625,-267.35772705078125,0.1959657073020935
79,861.8,-15.610468864440918,-13.777966499328613,-29.38843536376953,-14.694217681884766,350,0.00390625,0.015625,12171.0625,0.0,0.13484184443950653,0.030018329620361328,0.38815927505493164,0.48378872871398926,0.19604450464248657,212.37738037109375,344.6022033691406,0.19590729475021362
80,872.7,-15.851624488830566,-39.6203498840332,-55.47197341918945,-27.735986709594727,350,0.02734375,0.109375,13323.267578125,2.709320068359375,0.20212653279304504,0.020022450014948845,0.22715473175048828,0.16017907857894897,0.1959802508354187,48619.234375,-305.78631591796875,0.1958482414484024
81,883.7,-20.729490280151367,-15.80696964263916,-36.536460876464844,-18.268230438232422,350,0.0390625,0.15625,53842.7578125,3.5020813941955566,0.1444791704416275,0.1205691322684288,0.5525929927825928,1.1323546171188354,0.19591671228408813,471563.125,-1898.94091796875,0.19579216837882996
82,894.6,-19.247028350830078,-20.369844436645508,-39.61687469482422,-19.80843734741211,350,0.015625,0.0625,17411.34765625,0.0,0.1444326937198639,0.02539379894733429,0.22829458117485046,0.804094135761261,0.19585320353507996,758.9860229492188,182.1667022705078,0.19573421776294708
83,905.5,-14.708304405212402,-18.614561080932617,-33.3228645324707,-16.66143226623535,350,0.0,0.0,15137.62109375,0.0,0.22331325709819794,0.0336017869412899,0.24350649118423462,0.2735912799835205,0.19578950107097626,365.48223876953125,327.1880798339844,0.1956758350133896
84,916.2,-19.36147117614746,-26.563974380493164,-45.925445556640625,-22.962722778320312,350,0.02734375,0.109375,54045.9609375,0.0,0.08000999689102173,0.7828643321990967,0.33231204748153687,0.4579036235809326,0.1957259178161621,27569.419921875,-448.7427978515625,0.19561848044395447
85,926.9,-20.340579986572266,-15.043707847595215,-35.3842887878418,-17.6921443939209,350,0.0,0.0,21970.47265625,0.0,0.29323261976242065,0.031178338453173637,0.19955658912658691,1.0788809061050415,0.1956622302532196,1169.974609375,188.52017211914062,0.19555982947349548
86,937.5,-16.868955612182617,-28.156774520874023,-45.02573013305664,-22.51286506652832,350,0.02734375,0.109375,13083.0966796875,0.0,0.19904787838459015,0.08057031780481339,0.20599283277988434,0.531353235244751,0.1955987513065338,144828.3125,-344.90411376953125,0.1955033391714096
87,948.4,-10.596680641174316,-4.791996002197266,-15.388676643371582,-7.694338321685791,350,0.0,0.0,10145.6123046875,2.7911410331726074,0.10277572274208069,0.011950853280723095,0.16555573046207428,0.6088287830352783,0.19553516805171967,1230.472900390625,541.7743530273438,0.19545035064220428
88,959.1,-19.303058624267578,-14.664314270019531,-33.96737289428711,-16.983686447143555,350,0.00390625,0.015625,16579.1640625,2.417795181274414,0.11183185875415802,0.007642945274710655,0.17480720579624176,0.4007793664932251,0.19547143578529358,1210.1876220703125,430.00421142578125,0.19539879262447357
89,969.7,-31.949684143066406,-34.184993743896484,-66.13467407226562,-33.06733703613281,350,0.00390625,0.015625,16876.126953125,0.0,0.06786680221557617,0.13891877233982086,0.19178442656993866,0.9993549585342407,0.1954076886177063,465.9550476074219,157.5003662109375,0.19534555077552795
90,980.3,-17.83110809326172,-15.879858016967773,-33.710968017578125,-16.855484008789062,350,0.00390625,0.015625,10047.134765625,0.0,0.13201141357421875,0.01607871614396572,0.12475268542766571,0.5205984711647034,0.19534388184547424,246.63427734375,238.67828369140625,0.19529128074645996
91,990.9,-28.673784255981445,-41.17628860473633,-69.8500747680664,-34.9250373840332,350,0.078125,0.3125,17789.68359375,0.0,0.11303657293319702,7.1534318923950195,0.2608553171157837,1.5191844701766968,0.19528032839298248,1495151.0,-2943.836181640625,0.19524338841438293
92,1001.5,-19.44194221496582,-16.15974998474121,-35.60169219970703,-17.800846099853516,350,0.0234375,0.09375,19370.93359375,0.0,0.10302158445119858,0.8395238518714905,0.09848740696907043,0.7107276916503906,0.19521668553352356,1580.826904296875,242.40475463867188,0.19519565999507904
93,1012.0,-17.70018768310547,-11.168935775756836,-28.869123458862305,-14.434561729431152,350,0.0,0.0,8948.1943359375,2.8546228408813477,0.10836640745401382,0.0201093889772892,0.10768875479698181,1.3617826700210571,0.19515304267406464,1800.728271484375,159.8860321044922,0.19514815509319305
94,1022.9,-21.929645538330078,-13.945280075073242,-35.87492370605469,-17.937461853027344,350,0.0,0.0,11633.123046875,0.0,0.08448696881532669,0.005603171419352293,0.06393697112798691,1.010979175567627,0.195089191198349,4051.595703125,126.0565414428711,0.19510021805763245
95,1033.6,-16.675933837890625,-12.90250015258789,-29.578433990478516,-14.789216995239258,350,0.0,0.0,14171.33984375,2.817486047744751,0.07909002900123596,0.006283013615757227,0.16591858863830566,0.4070250988006592,0.19502538442611694,847.71533203125,386.0921630859375,0.19505277276039124
96,1044.2,-15.715646743774414,-17.630640029907227,-33.34628677368164,-16.67314338684082,350,0.046875,0.1875,32560.650390625,0.0,0.26691532135009766,0.6200138926506042,0.6313713192939758,0.9562492370605469,0.1949617564678192,132011.609375,-1468.9625244140625,0.19501207768917084
97,1055.3,-16.699769973754883,-16.19040298461914,-32.890174865722656,-16.445087432861328,350,0.0390625,0.15625,64384.21875,0.0,0.10282576829195023,0.01849348284304142,0.06933820247650146,0.5607379674911499,0.1948980987071991,2192.353759765625,-32.030025482177734,0.19497008621692657
98,1066.2,-2.648822784423828,-6.601944923400879,-9.250767707824707,-4.6253838539123535,350,0.0,0.0,15151.181640625,0.0,0.2437872290611267,0.009671298786997795,0.13005416095256805,0.9869565963745117,0.19483427703380585,2652.912841796875,405.6730041503906,0.19492866098880768
99,1077.1,-8.638867378234863,-7.7482428550720215,-16.387109756469727,-8.193554878234863,350,0.0,0.0,13912.078125,0.0,0.25279974937438965,0.008853617124259472,0.19103874266147614,0.4966367483139038,0.19477051496505737,956.0988159179688,480.966552734375,0.19488833844661713
100,1088.0,-19.07162857055664,-17.383195877075195,-36.45482635498047,-18.227413177490234,350,0.0078125,0.03125,16847.400390625,0.0,0.07084715366363525,0.04332765191793442,0.2111802101135254,0.9758939743041992,0.19470681250095367,3052.6494140625,128.86915588378906,0.1948460340499878
